exchange,instrument_token,tradingsymbol
NSE,5498625,UTINEXT50-BL
NSE,5498369,UTINEXT50
NSE,3759105,NITINFIRE-BL
NSE,315137,SOLEX-SM
NSE,318465,SRPL-SM
NSE,5556225,DCAL
NSE,5561089,LASA-BE
NSE,5560833,LASA-BL
NSE,5558529,LASA
NSE,5562881,MATRIMONY-BE
NSE,5562625,MATRIMONY-BL
NSE,5561857,MATRIMONY
NSE,5557249,DCAL-BE
NSE,5504257,SIS
NSE,5503745,VEDL-P1
NSE,37633,GODREJAGRO-BL
NSE,36865,GODREJAGRO
NSE,40705,MILTON-SM
NSE,5512961,SREIBNPNCD-NV
NSE,5513473,SREIBNPNCD-NW
NSE,897281,SREINFRA-NQ
NSE,898817,SREINFRA-NR
NSE,901889,SREINFRA-NT
NSE,5509377,SREIBNPNCD-NO
NSE,5509889,SREIBNPNCD-NP
NSE,5510401,SREIBNPNCD-NQ
NSE,5510913,SREIBNPNCD-NR
NSE,5511425,SREIBNPNCD-NS
NSE,5511937,SREIBNPNCD-NT
NSE,5512449,SREIBNPNCD-NU
NSE,5564417,RHFL-BL
NSE,5563649,RHFL
NSE,787969,SHANTIGEAR
NSE,99329,MAHLOG-BL
NSE,98561,MAHLOG
NSE,101889,SGBNOV25VI-GB
NSE,2402305,CREATIVEYE
NSE,3155713,DEEPAKFERT-BL
NSE,5462785,STEELXIND
NSE,3147777,CHENNPETRO-BL
NSE,3088129,CREATIVEYE-BL
NSE,48129,TCPLPACK-BL
NSE,47105,TCPLPACK
NSE,103169,NIACL-BE
NSE,102913,NIACL-BL
NSE,102145,NIACL
NSE,105473,SECURCRED-SM
NSE,5567489,GAMMONIND-BZ
NSE,5566209,TIFIN-BE
NSE,5566465,TIFIN-BL
NSE,5565441,TIFIN
NSE,5567745,CAPACITE
NSE,5567233,EDUCOMP-BZ
NSE,2716161,ICICI0102-NA
NSE,2895105,BALAXI
NSE,55809,MALWACOTT-BZ
NSE,54017,MASFIN-BE
NSE,53249,MASFIN-BL
NSE,50945,MASFIN
NSE,56065,VKSPL-BZ
NSE,5573889,ICICIGI-BL
NSE,5573121,ICICIGI
NSE,5571329,WORTH-SM
NSE,57857,IEX-BE
NSE,57089,IEX-BL
NSE,56321,IEX
NSE,115201,5PAISA-BL
NSE,113921,5PAISA
NSE,117249,SGBNOV25-GB
NSE,5026305,PRICOLLTD-BL
NSE,2174465,PSL-BE
NSE,2119425,PRECIMDIAM-BE
NSE,3246849,PRECWIRE-BL
NSE,4456961,PREMEXPLN-BL
NSE,696321,PREMIER
NSE,2662657,PREMIERPOL-BE
NSE,2988033,PRESSMN-BE
NSE,3103489,PRESSMN-BL
NSE,5197313,PRESTIGE
NSE,2993665,RANASUG-BE
NSE,3375361,ROHLTD-BE
NSE,4890625,ROLLT
NSE,3545345,SPENTEX
NSE,2212865,SPHEREGSL-BE
NSE,832513,SPIC
NSE,1485057,SPICELEC-BE
NSE,4271873,SPICEMOBI-BE
NSE,1843969,SPICFINE-BE
NSE,850177,SPMLINFRA
NSE,5495297,SPTL-BE
NSE,5494273,SPTL
NSE,4477185,SQSBFSI-BL
NSE,8151297,SREEL-BE
NSE,8151041,SREEL-BL
NSE,2234625,SREERAYALK-BE
NSE,2320897,SREIBNPNCD-N1
NSE,2321921,SREIBNPNCD-N2
NSE,3481089,SELAN
NSE,78593,SERVALL-BZ
NSE,1953025,SICAL-BE
NSE,3798273,SIMPLEX-BE
NSE,2322433,SREIBNPNCD-N3
NSE,2325505,SREIBNPNCD-N6
NSE,2532609,SMARTLINK-BE
NSE,3153665,SMARTLINK-BL
NSE,2531585,SMARTLINK
NSE,2252545,SOUTHBANK-BE
NSE,3269633,SOUTHBANK-BL
NSE,4960001,SPCENET-BE
NSE,4960257,SPCENET-BL
NSE,6939393,SPECIALITY
NSE,3267329,SINTEX-BL
NSE,4851713,STAN-DR
NSE,2656257,SIRIS-BE
NSE,1068289,SUBCAPCITY
NSE,5641473,SUDAR
NSE,5323265,SUMEETINDS-BE
NSE,5322241,SUMEETINDS
NSE,5447425,SUMMITSEC-BE
NSE,5447169,SUMMITSEC-BL
NSE,7426817,SUNCLAYLTD-BE
NSE,7426049,SUNCLAYLTD
NSE,1990145,SUNDARMFIN-BE
NSE,854785,SUNDARMFIN
NSE,857089,SUNFLAG
NSE,3391745,SUNILHITEC-BE
NSE,3392001,SUNILHITEC-BL
NSE,1233665,SUNPHARMA-BE
NSE,4517121,SUNTECK-BE
NSE,3432449,SUNTV-BE
NSE,5278465,SUPERHOUSE-BL
NSE,859393,SUPERSPIN
NSE,860161,SUPPETRO
NSE,2387969,SILINV-BE
NSE,3277825,SILINV-BL
NSE,807937,SILVERLINE
NSE,3740673,SIMBHALS
NSE,3797761,SIMPLEX-BL
NSE,3797249,SIMPLEX
NSE,7381505,SIMPLEXCAS-BE
NSE,7380481,SIMPLEXCAS
NSE,809473,SIMPLEXINF
NSE,3267585,SIRPAPER-BL
NSE,3584257,SITINET-BE
NSE,3608577,SIYSIL
NSE,1817345,SKFINDIA-BE
NSE,3267841,SKFINDIA-BL
NSE,1164801,SKIL
NSE,2574337,SKMEGGPROD-BE
NSE,4668929,SMPL
NSE,3668225,SMSPHARMA
NSE,3539969,SOBHA-BL
NSE,2078977,SOFTTECHGR-BE
NSE,4556289,SOMICONVEY-BE
NSE,1992705,SONASTEER-BE
NSE,3269121,SONASTEER-BL
NSE,828673,SONASTEER
NSE,3348481,SORILINFRA-BL
NSE,773377,SOTL
NSE,4991489,SREIBNPNCD-NE
NSE,4992001,SREIBNPNCD-NF
NSE,4992513,SREIBNPNCD-NG
NSE,5004289,SREIBNPNCD-NN
NSE,3028993,SSWL-BE
NSE,4612609,STAMPEDE-BE
NSE,3273217,SUBEX-BL
NSE,4756481,SUDAR-BZ
NSE,3334913,STINDIA-BL
NSE,2383105,STRTECH
NSE,2474497,SUBCAPCITY-BE
NSE,3841281,SUPREMEINF-BL
NSE,3689473,SUPREMETEX-BE
NSE,3688449,SUPREMETEX
NSE,5396737,SURANASOL-BE
NSE,5395713,SURANASOL
NSE,4717569,SURYAJYOTI-BZ
NSE,3389697,SURYAJYOTI
NSE,5135361,SREINFRA-YB
NSE,3733761,SRHHYPOLTD-BE
NSE,3734017,SRHHYPOLTD-BL
NSE,3822081,SRIPIPES-BL
NSE,2018305,SRIVISHCEM-BE
NSE,6473985,SRSLTD-BL
NSE,7733505,SRTRANSFIN-NZ
NSE,1109505,SRTRANSFIN-YB
NSE,3271681,STAR-BL
NSE,3616769,STCINDIA-BE
NSE,845569,STERLINBIO
NSE,3034369,SURYALAXMI-BE
NSE,4791041,SREINFRA-NW
NSE,5057793,SREINFRA-Y9
NSE,1859073,SRF-BE
NSE,3270913,SRF-BL
NSE,3822337,SRIPIPES-BE
NSE,840961,SRIVISHCEM
NSE,1108481,SRTRANSFIN-YA
NSE,842497,STARPAPER
NSE,1100545,STERTOOLS
NSE,849409,SUASHDIMON
NSE,3840513,SUPREMEINF
NSE,3562241,SURANAIND
NSE,3390465,SURYAJYOTI-BE
NSE,3055105,SVOGL-BE
NSE,3263745,SVOGL-BL
NSE,4758273,SVOGL-BZ
NSE,6936321,SWANENERGY
NSE,1517825,SWARAJENG-BE
NSE,3278593,SWARAJENG-BL
NSE,866305,SWARAJENG
NSE,3533825,SUTLEJTEX-BE
NSE,3049473,SWELECTES-BE
NSE,3444737,SWELECTES-BL
NSE,6193665,SYMPHONY-BE
NSE,6193409,SYMPHONY-BL
NSE,4634625,SYNCOM
NSE,3279105,SYNDIBANK-BL
NSE,3587329,SUVEN-BE
NSE,3278081,SUVEN-BL
NSE,3076609,SUZLON
NSE,4332801,20MICRONS-BE
NSE,4331777,20MICRONS
NSE,3304961,21STCENMGM-BL
NSE,3117569,3IINFOTECH-BL
NSE,115457,5PAISA-BE
NSE,1965313,ADLABS-BL
NSE,3124993,APCOTEXIND-BL
NSE,5536513,APEX-BE
NSE,5535489,APEX
NSE,46337,ARENTERP
NSE,5164545,ARIHANTSUP-BL
NSE,2371585,ARROWGREEN-BE
NSE,4404481,ARROWTEX
NSE,4659713,ARSSINFRA
NSE,6948609,ARVINDREM
NSE,2676993,ARVSMART
NSE,6423553,ASAHISONG-BE
NSE,6423297,ASAHISONG-BL
NSE,6248193,ASHIANA-BE
NSE,1426689,ASHOKLEY-BE
NSE,2004737,ASIANELEC-BE
NSE,3812353,ASIANTILES-BL
NSE,3692033,ASTRAL-BE
NSE,2974977,ASTRAMICRO-BE
NSE,2974209,ASTRAMICRO
NSE,1447425,ASTRAZEN-BE
NSE,66561,ATLASCOPCO
NSE,5437953,AUBANK-BE
NSE,2561,ABAN
NSE,5534209,ABCAPITAL-BE
NSE,5533185,ABCAPITAL
NSE,3714561,ABGSHIP-BE
NSE,3207937,ACCELYA-BL
NSE,5449217,ACEINTEG-SM
NSE,5627905,ACROPETAL
NSE,2616321,ADANITRANS-BL
NSE,4481793,ADHUNIKIND
NSE,3792129,ADSL
NSE,870657,AGARIND-BE
NSE,869889,AGARIND-BL
NSE,5459969,AGLSL-BL
NSE,4755969,AGRODUTCH-BZ
NSE,4565249,AHLUCONT
NSE,4958721,AHLWEST-BE
NSE,3350529,AIAENG-BL
NSE,5600001,AIROLAM-SM
NSE,123393,AISL-SM
NSE,2200321,AKSHOPTFBR-BE
NSE,3121665,ALEMBICLTD-BL
NSE,3495425,ALICON-BL
NSE,4342273,ALKALI-BL
NSE,2999041,ALKEM-BL
NSE,3020289,ALLSEC
NSE,3122689,ALPSINDUS-BL
NSE,3083009,AMARAJABAT-BL
NSE,29441,AMFORGEIND
NSE,3486721,ANANTRAJ
NSE,2524673,ANDHRABANK
NSE,5228289,ANDHRACEMT-BE
NSE,2268929,ANDHRSUGAR-BE
NSE,2120961,ANTGRAPHIC-BE
NSE,5536257,APEX-BL
NSE,2896385,BALAXI-BE
NSE,2896129,BALAXI-BL
NSE,5522945,BILENERGY-BL
NSE,2912257,BIOCON-BE
NSE,1436673,BIRLAYAMAH
NSE,1909505,BKMINDST-BE
NSE,4931841,BLISSGVS
NSE,3141121,BLUEDART-BL
NSE,3345665,BRFL-BE
NSE,3344897,BRFL
NSE,5551873,BRNL-BE
NSE,3890433,BURNPUR-BL
NSE,3859457,BVCL-BL
NSE,1186049,CABOTINDIA
NSE,3143937,CADILAHC-BL
NSE,5586689,CADSYS-SM
NSE,3144193,CALSOFT-BL
NSE,1591297,CAMLINFINE
NSE,2407169,CANFINHOME-BE
NSE,3144705,CANFINHOME-BL
NSE,5161985,CANTABIL-BE
NSE,5568769,CAPACITE-BE
NSE,5568513,CAPACITE-BL
NSE,3904769,CAPF-BE
NSE,5479937,AVADHSUGAR
NSE,2669569,AVENTUS-IT
NSE,4785153,AVSL-SM
NSE,7434753,BAFNAPHARM-BL
NSE,4267265,BAJAJ-AUTO
NSE,4269825,BAJAJFINSV-BE
NSE,4268801,BAJAJFINSV
NSE,81153,BAJFINANCE
NSE,84993,BALAJIIND
NSE,3372545,BALKRISIND-BL
NSE,85761,BALKRISIND
NSE,3937025,BALLARPUR
NSE,3133697,BALRAMCHIN-BL
NSE,3133953,BANARISUG-BL
NSE,3080705,BASML
NSE,4589313,BAYERCROP
NSE,3522817,BBL
NSE,97281,BBTC
NSE,5171201,BEDMUTHA-BE
NSE,107265,BEPL
NSE,3137281,BERGEPAINT-BL
NSE,3888385,BGRENERGY
NSE,3437313,BHAGERIA-BE
NSE,5462017,BHAGYAPROP-BE
NSE,5006337,BHANDARI
NSE,2985729,BHARATIDIL
NSE,134401,BHARATIWIN-BL
NSE,3085569,BHARATRAS-BL
NSE,981505,BHARATRAS
NSE,4141569,BHARATWIRE-BE
NSE,2386433,BIHARCAUST-BE
NSE,122113,BIRLACABLE
NSE,1989121,CHETNADCEM-BE
NSE,3153153,CUB-BL
NSE,2127105,CHOWGULSTM-BE
NSE,3536897,DAAWAT
NSE,199169,DALALSTCOM
NSE,5444865,DALMIABHA
NSE,4640769,DBREALTY-BE
NSE,7964417,DBSTOCKBRO-BE
NSE,5556993,DCAL-BL
NSE,1874689,DCM-BE
NSE,206081,DCM
NSE,3089409,DCMFINSERV-BL
NSE,1222401,DCMFINSERV
NSE,1739521,DCW-BE
NSE,209153,DCW
NSE,3769857,DECOLIGHT-BE
NSE,3852289,DELTACORP-BE
NSE,1264385,DENABANK-BE
NSE,1187329,DENABANK
NSE,1512705,DENORA-BE
NSE,221697,DHARSUGAR
NSE,4683777,DHFL-N8
NSE,4688897,DHFL-NI
NSE,4733697,DHFL-NN
NSE,3838977,CCCL-BE
NSE,2112257,CCI-BE
NSE,2947073,CENTEXT-BE
NSE,3835393,CENTUM
NSE,3849985,CERA
NSE,7684097,CEREBRAINT-BE
NSE,7683073,CEREBRAINT
NSE,160769,CESC
NSE,524545,CHENNPETRO
NSE,177665,CIPLA
NSE,5300481,CKPPRODUCT-SM
NSE,2732545,CLASSIC-BZ
NSE,3598593,CLUTCHAUTO-BE
NSE,2732801,CMAHENDRA-BZ
NSE,8152577,CNOVAPETRO-BL
NSE,8151809,CNOVAPETRO
NSE,5216769,COALINDIA-BE
NSE,5508609,COCHINSHIP-BE
NSE,5508353,COCHINSHIP-BL
NSE,5506049,COCHINSHIP
NSE,4517889,COMPINFO-BE
NSE,4517633,COMPINFO-BL
NSE,3151105,CONSOFINVT-BL
NSE,3312385,CORALFINAC-BL
NSE,1025793,CORALFINAC
NSE,3910145,CORDSCABLE-BL
NSE,3747329,COREEDUTEC-BE
NSE,3747073,COREEDUTEC-BL
NSE,1350145,COROMANDEL-BE
NSE,4559361,COX&KINGS-BE
NSE,2972161,CRANESSOFT
NSE,193025,CRESTANI
NSE,197633,DABUR
NSE,2101505,DYNAMATECH-BE
NSE,5457153,DYNPRO-BL
NSE,3559681,ESSDEE
NSE,3162625,ESSELPACK-BL
NSE,255745,EUROTEXIND
NSE,2936321,EXCELCROP-BE
NSE,1554433,EXIDEIND-BE
NSE,173057,EXIDEIND
NSE,2295041,FALCONTYRE-BE
NSE,133377,FARMAXIND-BZ
NSE,1586689,FCL
NSE,3071745,FCSSOFT
NSE,261889,FEDERALBNK
NSE,4352513,FELDVR
NSE,6280193,FILATEX
NSE,3166209,FINCABLES-BL
NSE,265729,FINCABLES
NSE,267265,FIRSTLEASE
NSE,7873281,FLFL-BL
NSE,273921,FORBESGOK
NSE,3736065,FORTIS-BL
NSE,3167745,FOSECOIND-BL
NSE,191489,FSC-BE
NSE,190465,FSC
NSE,5264385,DOLLAR-BE
NSE,5264129,DOLLAR-BL
NSE,3542017,DONEAR-BE
NSE,59137,DPABHUSHAN-SM
NSE,6119681,DRDATSONS-BL
NSE,3158273,DSKULKARNI-BL
NSE,227073,DSKULKARNI
NSE,1596673,DTIL-BL
NSE,7696385,DUNCANSLTD
NSE,2500865,EASTSILK-BE
NSE,1030401,ECLFINANCE-N6
NSE,1030913,ECLFINANCE-N7
NSE,1818881,ECLFINANCE-ND
NSE,4573697,EHFLNCD-N6
NSE,4574209,EHFLNCD-N7
NSE,234497,EIDPARRY
NSE,3682049,ELAND
NSE,2051073,ELDERPHARM
NSE,3493377,ELECON-BL
NSE,237569,ELECTCAST
NSE,3814913,ELECTHERM-BE
NSE,1539585,ELGIEQUIP-BE
NSE,6380545,ELGIRUBCO
NSE,1145089,EMCOTRANS
NSE,4819457,ENDURANCE-BE
NSE,4396801,EQ30-BL
NSE,4314881,EQUITAS-BL
NSE,5416193,ERIS-BL
NSE,5415425,ERIS
NSE,1601281,ESCORTSFIN-BE
NSE,5153537,ESL-BL
NSE,6128385,ESSARPORTS-BL
NSE,6212865,ESTER-BE
NSE,3496961,GEECEE-BL
NSE,5527553,GEEKAYWIRE-SM
NSE,38401,GODREJAGRO-BE
NSE,4577025,GODREJPROP-BE
NSE,1282561,GOENKA-BZ
NSE,4743681,GOENKA
NSE,4277249,GOKUL-BL
NSE,2981121,GOLDINFRA-BE
NSE,257,GOLDSTAR-SM
NSE,2527745,GOLDTECH
NSE,1934849,GONTERPEIP-BE
NSE,1569281,GOODLUCK-BE
NSE,1568001,GOODLUCK
NSE,1533185,GOODRICKE-BE
NSE,308481,GOODYEAR
NSE,3433473,GPIL-BE
NSE,3040001,GRANULES-BE
NSE,1636865,GRAPHITE-BE
NSE,151553,GRAPHITE
NSE,315393,GRASIM
NSE,5257473,GRAVITA-BL
NSE,3471361,GRINDWELL
NSE,316929,GRINWELNOR
NSE,1207553,GAIL
NSE,5196545,GAL-BL
NSE,3414785,GALLANTT-BL
NSE,1778689,GANECOS-BE
NSE,5479169,GANGESSECU-BE
NSE,5346817,GANGOTRI-BZ
NSE,1507329,GARWALLROP-BE
NSE,1558785,GARWARPOLY-BE
NSE,282369,GARWARPOLY
NSE,4987905,GEINDSYS-BE
NSE,4986881,GEINDSYS
NSE,2791681,GENESYS
NSE,3048449,GENUSPOWER-BE
NSE,2945793,GEODESIC-BE
NSE,3170561,GEOJITFSL-BL
NSE,2012673,GEPIL
NSE,1740545,GHCL-BE
NSE,2160897,GICHSGFIN-BE
NSE,73985,GICRE-BE
NSE,70913,GICRE
NSE,403457,GILLETTE
NSE,293121,GIPCL
NSE,4443393,GKWLIMITED
NSE,5404673,GLOBE-SM
NSE,4461569,GLOBUSSPR-BE
NSE,3767553,GLORY
NSE,4755201,GNA-BE
NSE,4754177,GNA
NSE,3760641,GOACARBON-BL
NSE,1014529,GOCLCORP
NSE,3174401,GODFRYPHLP-BL
NSE,302337,GODFRYPHLP
NSE,2585345,GODREJCP
NSE,3174913,GODREJIND-BL
NSE,2948353,GUJNRECOKE-BE
NSE,2964737,GULFPETRO
NSE,1310977,HOTELEELA-BE
NSE,1680897,HSIL-BE
NSE,5112321,HUDCO-NE
NSE,4768769,IBULHSGFIN-NA
NSE,4771329,IBULHSGFIN-NF
NSE,3938305,IBVENTURES
NSE,1548801,ICICI0199-NB
NSE,2564609,ICICI0301-N9
NSE,2737921,ICICI0302-NC
NSE,2110721,ICICI0400-NC
NSE,2668289,ICICI0701-N8
NSE,2688513,ICICI0901-NB
NSE,2712577,ICICI1201-NB
NSE,1270529,ICICIBANK
NSE,5574145,ICICIGI-BE
NSE,4774913,ICICIPRULI
NSE,3718913,ICRA-BE
NSE,3718401,ICRA-BL
NSE,1192705,IDBI-BE
NSE,2863873,IDFCBANK-BL
NSE,1675009,GRPLTD
NSE,2958337,GRUH-BE
NSE,3177473,GRUH-BL
NSE,7642625,GSCLCEMENT-BL
NSE,3177729,GSFC-BL
NSE,3519489,GTLINFRA-BL
NSE,1387521,GUJALKALI-BE
NSE,328449,GUJBOROSIL
NSE,1611777,GULPOLY-BE
NSE,4365313,HARITASEAT
NSE,2023937,HARRMALAYA-BE
NSE,4647425,HATHWAY
NSE,997377,HATSUN-BE
NSE,3181313,HBSTOCK-BL
NSE,1850625,HCLTECH
NSE,1232129,HDFCBANK-BE
NSE,120321,HDFCLIFE-BL
NSE,2967297,HDFCNIFETF
NSE,342017,HEG
NSE,1883137,HEIDELBERG-BE
NSE,3183617,HEROMOTOCO-BL
NSE,6914049,HEXATRADEX
NSE,5619457,HFCL
NSE,1241345,HIMATSEIDE-BE
NSE,348161,HIMATSEIDE
NSE,1277441,HINDPETRO-BE
NSE,359937,HINDPETRO
NSE,363009,HINDSYNTEX
NSE,1513473,HINDZINC-BE
NSE,1358081,HOGANAS-BE
NSE,3187201,HONAUT-BL
NSE,1793537,HONDAPOWER-BE
NSE,3187457,HOTELEELA-BL
NSE,4782849,HPL-BE
NSE,4998401,IITL
NSE,3213825,INEOSSTYRO-BL
NSE,4628993,INFINITE-BE
NSE,3196417,INFY-BL
NSE,1371137,INGERRAND-BE
NSE,170497,INNOVANA-SM
NSE,411137,INSILCO
NSE,7763713,INTEGRA-BE
NSE,5139713,INTENTECH-BE
NSE,5139457,INTENTECH-BL
NSE,2393857,IOB-BE
NSE,5226753,IOLCP-BE
NSE,2095105,IPAPPM-BE
NSE,3921153,IRB-BE
NSE,351745,IREDA-N1
NSE,354049,IREDA-N3
NSE,356609,IREDA-N6
NSE,150017,IRFC-N7
NSE,154369,IRFC-NA
NSE,510209,IRFC-ND
NSE,511745,IRFC-NE
NSE,3868161,IRFC-NL
NSE,3823617,ISMTLTD-BE
NSE,3823361,ISMTLTD-BL
NSE,2767617,IDFCBANK-N8
NSE,4808705,IDFNIFTYET-BL
NSE,3190273,IFCI-BL
NSE,1470977,IFCI-ND
NSE,1701377,IFCI-NL
NSE,113153,IFGLEXPOR-BE
NSE,5133825,IIFCL-N2
NSE,3023873,IIFL-BE
NSE,3193345,IIFL-BL
NSE,3845633,IL&FSENGG
NSE,4925185,IMFA-BE
NSE,4924929,IMFA-BL
NSE,4924161,IMFA
NSE,3192065,IMPEXFERRO-BL
NSE,2990337,IMPEXFERRO
NSE,387841,INDIACEM
NSE,1824769,INDIAGLYCO-BE
NSE,3193601,INDIANCARD-BL
NSE,1132033,INDIANCARD
NSE,1614081,INDIAPHOTO-BE
NSE,2865921,INDIGO
NSE,1215233,INDNIPPON
NSE,2989313,INDOCO
NSE,396545,INDOCOUNT
NSE,2814209,INDORAMA
NSE,5108481,INDOSOLAR
NSE,2228737,INDSWFTLAB-BE
NSE,3195649,INDSWFTLAB-BL
NSE,1831937,INDUSFILA-BZ
NSE,1346049,INDUSINDBK
NSE,1825537,INDYESTUF-BE
NSE,406529,INDYESTUF
NSE,2060289,INEOSSTYRO-BE
NSE,1191681,INFY-BE
NSE,3101441,JAYNECOIND-BL
NSE,3201793,JAYSREETEA-BL
NSE,2933761,JPASSOCIAT
NSE,3011329,JPPOWER
NSE,3163137,JSLHISAR-BE
NSE,3162881,JSLHISAR-BL
NSE,3001345,JSWSTEEL-BE
NSE,1765377,JUBILANT-BE
NSE,3206401,JUBILANT-BL
NSE,4633601,JUBLFOOD-BE
NSE,4596481,JUPITER-BE
NSE,3207169,KABRAEXTRU-BL
NSE,3207681,KAKATCEM-BL
NSE,3208193,KALPATPOWR-BL
NSE,465921,KALYANISHP
NSE,3208705,KAMATHOTEL-BL
NSE,6601217,KANANIIND
NSE,469761,KANORICHEM
NSE,1169921,KARUNACAB
NSE,3903489,KAVVERITEL-BE
NSE,3902465,KAVVERITEL
NSE,2537729,KAWIRES-IT
NSE,2466817,KCP-BE
NSE,3209729,KCPSUGIND-BL
NSE,3200001,IVRCLINFRA-BL
NSE,3628545,IZMO
NSE,3200257,J&KBANK-BL
NSE,3383041,JAGRAN-BE
NSE,3382529,JAGRAN-BL
NSE,3132929,JAIBALAJI-BL
NSE,2520321,JAICORPLTD-BE
NSE,3095809,JAINSTUDIO-BL
NSE,9217,JASH-SM
NSE,440321,JAYSREETEA
NSE,2983937,JBMA-BE
NSE,3202561,JBMA-BL
NSE,1149697,JCHAC
NSE,4907521,JETFREIGHT-SM
NSE,3513345,JHS-BL
NSE,3512321,JHS
NSE,4347905,JIKIND-BL
NSE,4346881,JIKIND
NSE,4460033,JINDCOT-BE
NSE,182529,JINDCOT-BZ
NSE,6575105,JISLDVREQS
NSE,2661889,JISLJALEQS-BE
NSE,5041921,JITFINFRA-BE
NSE,3909121,JKIL-BE
NSE,3908097,JKIL
NSE,456705,JKPHARMA
NSE,3696129,JKTYRE-BE
NSE,3696385,JKTYRE-BL
NSE,3695361,JKTYRE
NSE,3705089,JMTAUTOLTD-BL
NSE,3205377,JPASSOCIAT-BL
NSE,3205889,JSL-BL
NSE,4347649,JIKIND-BE
NSE,2249473,KIRLOSFERR-BE
NSE,3693313,LAOPALA-BE
NSE,4926465,LAURUSLABS-BE
NSE,485889,KIRLOSFERR
NSE,4871169,KIRLOSIND-BE
NSE,2022913,LFIC
NSE,4691201,LGBBROSLTD-BE
NSE,4690945,LGBBROSLTD-BL
NSE,4690177,LGBBROSLTD
NSE,4313089,LGBFORGE-BL
NSE,510465,LIBERTSHOE
NSE,2897921,LICNETFN50-BL
NSE,3898881,LICNFNHGP-BL
NSE,1668865,LINDEINDIA-BE
NSE,2817537,LIQUIDBEES
NSE,3528449,LITL-BL
NSE,3527937,LITL
NSE,3215617,LML-BL
NSE,515073,LML
NSE,4753153,LTTS-BL
NSE,2672641,LUPIN
NSE,2894081,LUXIND-BE
NSE,2263297,LYCOS-BE
NSE,8056833,LYPSAGEMS-BE
NSE,4434945,KEMROCK-BL
NSE,3571201,KESARENT-BE
NSE,3570177,KESARENT
NSE,3452161,KFA-BE
NSE,3451137,KFA
NSE,1742337,KGKHOSLA-BE
NSE,3732481,KGL-BL
NSE,5406465,KICL
NSE,4260609,KIRIINDUS-BE
NSE,2038273,KIRLOSINV-BE
NSE,7398145,KITEX
NSE,1121537,KITPLYIND-BZ
NSE,4551937,KKVAPOW-SM
NSE,2654209,KNDENGTECH-BE
NSE,3803649,KOTAKGOLD
NSE,2933249,KOTAKNV20-BL
NSE,3098625,KOTHARIPET-BL
NSE,1827841,KPIT-BE
NSE,2018561,KREBSBIO-BE
NSE,3320833,KREBSBIO-BL
NSE,495873,KREBSBIO
NSE,5043457,KRISHANA-SM
NSE,3213057,KSBPUMPS-BL
NSE,498945,KSBPUMPS
NSE,5351425,KTIL-BE
NSE,5351169,KTIL-BL
NSE,4462337,L&TFINANCE-N2
NSE,2495489,LAKSHMILL-BE
NSE,3213569,LAKSHVILAS-BL
NSE,1640193,LAMBODHARA
NSE,1929473,LCCINFOTEC-BE
NSE,3425537,KKCL
NSE,2107393,MANALUMN-BE
NSE,4292097,METKORE-BL
NSE,4880385,MANAPPURAM-BL
NSE,4488705,MGL
NSE,4438017,MHRIL-BL
NSE,1594369,MILTONPLAS-BE
NSE,6630657,MINDACORP-BE
NSE,4621569,MINDTECK-BE
NSE,4620545,MINDTECK
NSE,563713,MIRCELECTR
NSE,1706241,MIRZAINT-BE
NSE,4598017,MMTC-BE
NSE,570625,MODIRUBBER
NSE,4513025,MOLDTECH-BE
NSE,1718529,MOLDTKPAC
NSE,1521153,MONTECARLO-BE
NSE,7392513,MORARJEE
NSE,3827201,MOTILALOFS-BL
NSE,3100673,MOTOGENFIN-BL
NSE,582913,MRF
NSE,584449,MRPL
NSE,3051265,MSPL
NSE,3228417,MTNL-BL
NSE,4938241,M50-BL
NSE,3830017,MAGNUM-BE
NSE,4487937,MAHASTEEL-BE
NSE,4486913,MAHASTEEL
NSE,100097,MAHLOG-BE
NSE,3419137,MALUPAPER-BL
NSE,1901313,MANAKALUCO-BE
NSE,3890945,MANAKSIA
NSE,1451009,MANAPPURAM-N9
NSE,1452545,MANAPPURAM-NA
NSE,1459713,MANAPPURAM-NL
NSE,3842561,MANGCHEFER-BL
NSE,1600513,MANGLMCEM-BE
NSE,3220737,MANGLMCEM-BL
NSE,2563329,MANPASAND-BE
NSE,4777729,MARATHON-BE
NSE,4794113,MASKINVEST
NSE,4358657,MAWANASUG-BE
NSE,4358401,MAWANASUG-BL
NSE,4543489,MAXINDIA-BL
NSE,4472833,MAXVIL-BE
NSE,2245377,MEP
NSE,4616193,MBLINFRA-BL
NSE,3223297,MCDOWELL-N-BL
NSE,3057665,MCLEODRUSS-BE
NSE,3223553,MCLEODRUSS-BL
NSE,3787009,MEGASOFT
NSE,3776513,MEGH-BE
NSE,3777025,MEGH-BL
NSE,3776001,MEGH
NSE,3225601,MERCATOR-BL
NSE,3161345,MERCK-BL
NSE,4438273,MHRIL-BE
NSE,8009217,NAGAROIL
NSE,3355905,NAHARINDUS-BE
NSE,7535873,NAKODA
NSE,2319105,NIFTYEES
NSE,4788737,NANDANI-SM
NSE,8042241,NBCC
NSE,4893185,NBIFIN-BL
NSE,3232001,NBVENTURES-BL
NSE,3233537,NIITTECH-BL
NSE,1815809,NIPPONDENS-BE
NSE,2037505,NIRLON-BE
NSE,3405313,NITCO-BL
NSE,4815873,NITESHEST-BL
