exchange,instrument_token,tradingsymbol
NSE,2379265,GINNIFILA-BE
NSE,2543361,GIRRESORTS-IT
NSE,3768577,GLORY-BE
NSE,1323265,GNFC-BE
NSE,3458817,MUNJALAU
NSE,2223873,MUKTAARTS
NSE,5043201,GOLDIWIN-BL
NSE,3177217,GREENPLY-BL
NSE,5148161,GREENPOWER
NSE,297473,GTL
NSE,4289793,MVL
NSE,3518977,GTLINFRA-BE
NSE,4447745,MYSOREBANK-BE
NSE,4447489,MYSOREBANK-BL
NSE,4446721,MYSOREBANK
NSE,5821441,N100-BL
NSE,2909953,VAIBHAVGBL-BE
NSE,4744705,GOENKA-BE
NSE,4744449,GOENKA-BL
NSE,4276481,GOKUL
NSE,3706881,GOKULAGRO
NSE,3092225,GOLDINFRA-BL
NSE,2939905,LT-BE
NSE,2900225,MUKANDLTD-P1
NSE,2224897,MUKTAARTS-BE
NSE,3386881,GVKPIL-BL
NSE,1956865,GUJFLUORO-BE
NSE,1611009,GULPOLY-BL
NSE,3512065,HANUNG-BE
NSE,1468161,HCL-INSYS-BE
NSE,1849089,HCLTECH-BE
NSE,6054401,MUTHOOTFIN
NSE,7432961,MUTHOOTFIN-NB
NSE,5131265,MUTHOOTFIN-NG
NSE,5128705,NABARD-N2
NSE,4428289,NAGAFERT-BL
NSE,4427521,NAGAFERT
NSE,3931393,NAHARCAP-BE
NSE,3294209,VARDMNPOLY-BL
NSE,3547905,VENUSREM
NSE,3356161,NAHARINDUS-BL
NSE,3697409,NAHARSPING-BE
NSE,3697665,NAHARSPING-BL
NSE,3696641,NAHARSPING
NSE,1605121,NAHARSUGAR-BE
NSE,3932673,VGUARD
NSE,3182081,HDFC-BL
NSE,3789569,HDIL
NSE,5550081,HINDMOTORS-BL
NSE,5229825,NACLIND-BE
NSE,5229569,NACLIND-BL
NSE,5228801,NACLIND
NSE,3931649,NAHARCAP-BL
NSE,3932161,NAHARCAP
NSE,3184897,HINDALCO-BL
NSE,3067393,HTMEDIA-BE
NSE,3066625,HTMEDIA
NSE,3698689,NAHARPOLY-BE
NSE,7536897,NAKODA-BE
NSE,7536641,NAKODA-BL
NSE,2327297,HINDCOMPOS-BE
NSE,351233,HINDCOMPOS
NSE,2193409,HITECHGEAR-BE
NSE,4781825,HPL
NSE,2484993,NALCOCHEM-BE
NSE,2086401,VISAKAIND-BE
NSE,3670273,HSCL-BL
NSE,2833665,NATHBIOGEN-BE
NSE,2832641,NATHBIOGEN
NSE,3186433,HSIL-BL
NSE,602881,NALCOCHEM
NSE,3231489,NATIONALUM-BL
NSE,1744897,VTL-BE
NSE,2688257,ICICI0901-NA
NSE,3231233,NATCOPHARM-BL
NSE,1003009,NATCOPHARM
NSE,1975297,NATHPULP-BE
NSE,3756033,NAVINFLUOR
NSE,1249025,NAVNETEDUL-BE
NSE,3490817,ICSA-BE
NSE,3606785,IGPL-BL
NSE,3521025,NAUKRI-BE
NSE,3268097,SKMEGGPROD-BL
NSE,3521281,NAUKRI-BL
NSE,3663617,INDIANB-BL
NSE,391681,INDIANHUME
NSE,1379841,INDIASEC-BE
NSE,3232257,NAVNETEDUL-BL
NSE,8043009,NBCC-BL
NSE,4893441,NBIFIN-BE
NSE,4892417,NBIFIN
NSE,1653249,NBVENTURES-BE
NSE,3075073,IMPAL-BE
NSE,3664129,INDIANB-BE
NSE,3229953,NCC-BL
NSE,3710209,NCLIND-BL
NSE,3709441,NCLIND
NSE,6519297,NCOPPER-BE
NSE,6519041,NCOPPER-BL
NSE,2804225,NCOPPER-BZ
NSE,3778817,NELCAST
NSE,2175233,NELCO-BE
NSE,82689,BALAJHOTEL
NSE,99585,BELCONTROL
NSE,4703745,NDGL-BL
NSE,558337,BOSCHLTD
NSE,3721473,DISHTV
NSE,1517313,ESABINDIA-BE
NSE,1232641,ESCORTS-BE
NSE,1855233,EUPHARMLAB-BE
NSE,3594497,GEMINI-BL
NSE,3194881,INDRAMEDCO-BL
NSE,4704001,NDGL-BE
NSE,3232513,NDTV-BL
NSE,3054081,NECLIFE-BE
NSE,3053313,NECLIFE
NSE,2182401,NEDUNGBANK-BE
NSE,1116929,NEDUNGBANK
NSE,6081537,INNOIND-BE
NSE,1379585,NEO-IT
NSE,2039041,NEPCMICON-BE
NSE,3102209,NEPCMICON-BL
NSE,5042945,NEPCMICON-BZ
NSE,4599553,NESTLEIND-BE
NSE,4599297,NESTLEIND-BL
NSE,4598529,NESTLEIND
NSE,5321729,NET4-BE
NSE,5321473,NET4-BL
NSE,5441537,NET4-BZ
NSE,3520257,NAUKRI
NSE,5320705,NET4
NSE,3325441,NETVISTAIT-BL
NSE,615937,NEULANDLAB
NSE,2525953,NEXTMEDIA
NSE,3565569,NFL-BL
NSE,3564801,NFL
NSE,3033089,NH-BL
NSE,3031041,NH
NSE,7945729,NHAI-N1
NSE,7946241,NHAI-N2
NSE,45057,NHAI-N3
NSE,46081,NHAI-N4
NSE,8183041,NHBTF2014-N1
NSE,353281,IREDA-N2
NSE,3002881,IRFC-NG
NSE,3008257,IRFC-NI
NSE,49153,NHAI-N6
NSE,3059713,NHAI-N8
NSE,3711745,NHAI-NC
NSE,3717633,NHAI-ND
NSE,3719425,NHAI-NE
NSE,451329,NHBTF2023-N5
NSE,451841,NHBTF2023-N6
NSE,3058945,NHAI-N7
NSE,8183553,NHBTF2014-N3
NSE,8183809,NHBTF2014-N4
NSE,7581697,NHBTF2023-N1
NSE,450049,NHBTF2023-N3
NSE,450817,NHBTF2023-N4
NSE,4454401,NHPC
NSE,8059393,NHPC-N1
NSE,7780609,NIF100IWIN-BL
NSE,2319361,NIFTYEES-BL
NSE,3233281,NIITLTD-BL
NSE,645889,OTIS
NSE,2950401,NIITLTD-BE
NSE,619777,NILKAMAL
NSE,2016257,NIPPOBATRY-BE
NSE,3234049,NIPPOBATRY-BL
NSE,5284353,JINDWORLD
NSE,7612673,NIBL-BE
NSE,2707457,NIFTYBEES
NSE,2949633,NIITLTD
NSE,2368769,NILAINFRA
NSE,2955009,NIITTECH
NSE,1736193,NIPPOBATRY
NSE,4824065,NIRAJISPAT-BE
NSE,4823041,NIRAJISPAT
NSE,3404801,NITCO
NSE,3373569,NITINSPIN-BE
NSE,3372801,NITINSPIN
NSE,2408705,NKIND-BE
NSE,3325697,NKIND-BL
NSE,4815105,NITESHEST
NSE,3759617,NITINFIRE-BE
NSE,3758593,NITINFIRE
NSE,2198785,NLCINDIA-BE
NSE,1392897,NOCIL-BE
NSE,3102721,NORBTEAEXP-BL
NSE,3508993,NOVARTIND-BL
NSE,3816449,KDDL
NSE,3234817,NOCIL-BL
NSE,3867649,NOESISIND-BL
NSE,3866625,NOESISIND
NSE,1064961,NORBTEAEXP
NSE,2305281,NOVARTIND-BE
NSE,5200385,NRAIL
NSE,1716225,KLGSYSTEL
NSE,1729537,KLGSYSTEL-BE
NSE,4897281,KIOCL-BE
NSE,4870401,KIRLOSIND
NSE,3872769,KOLTEPATIL-BE
NSE,5201409,NRAIL-BE
NSE,5201153,NRAIL-BL
NSE,2299393,NRBBEARING-BE
NSE,1254657,NRC-BZ
NSE,629761,NRC
NSE,3064065,NSIL-BE
NSE,3103233,NSIL-BL
NSE,2877185,NSIL
NSE,7821825,NTL-BE
NSE,7821569,NTL-BL
NSE,2978049,NTPC-BE
NSE,3236097,NTPC-BL
NSE,2977281,NTPC
NSE,8130049,NTPC-N1
NSE,8130561,NTPC-N2
NSE,8131073,NTPC-N3
NSE,8131585,NTPC-N4
NSE,3671553,GANESHHOUC-BL
NSE,280833,GARDENSILK
NSE,1016577,GOCLCORP-BL
NSE,2284033,GUJBOROSIL-BE
NSE,2980865,KRBL-BE
NSE,5181953,OBEROIRLTY
NSE,2120449,OCL-BE
NSE,4310785,OISL
NSE,3802369,OMAXE
NSE,3911169,ONMOBILE
NSE,3104257,ONWARDTEC-BL
NSE,3361025,REPRO-BE
NSE,3912193,ONMOBILE-BE
NSE,635905,ORCHIDPHAR
NSE,2601729,ORICONENT-BE
NSE,3357441,ORIENTABRA-BL
NSE,516609,LUMAXIND
NSE,3499009,MADHUCON-BE
NSE,3655937,ORIENTBELL-BL
NSE,3655169,ORIENTBELL
NSE,1358593,ORIENTBANK-BE
NSE,636673,ORIENTBANK
NSE,3656193,ORIENTBELL-BE
NSE,7702785,ORIENTCEM
NSE,7983105,MCX-BL
NSE,7982337,MCX
NSE,3488769,MICROTECH-BL
NSE,3225089,MIRCELECTR-BL
NSE,1124865,MIRZAINT
NSE,4621313,MINDTECK-BL
NSE,3675649,MINDTREE-BL
NSE,8054017,MITCON-SM
NSE,7703809,ORIENTCEM-BE
NSE,7703553,ORIENTCEM-BL
NSE,7978497,ORIENTREF-BL
NSE,7977729,ORIENTREF
NSE,1050881,SILINV
NSE,2032385,SMDYECHEM-BE
NSE,5058305,SREINFRA-YA
NSE,2097921,ORIENTPPR-BE
NSE,638977,ORIENTPPR
NSE,7978753,ORIENTREF-BE
NSE,1584129,STERTOOLS-BE
NSE,5323009,SUMEETINDS-BL
NSE,3390977,SUNILHITEC
NSE,1520897,MONTECARLO-BL
NSE,1520129,MONTECARLO
NSE,7393281,MORARJEE-BE
NSE,3826433,MOTILALOFS
NSE,580609,MOTOGENFIN
NSE,1609729,MPHASIS-BE
NSE,2135809,MUKANDENGG
NSE,2664705,ORTINLABSS-BL
NSE,3272193,STCINDIA-BL
NSE,5500673,STEL-BL
NSE,3228161,MSPL-BL
NSE,2899457,MUKANDLTD-BE
NSE,643585,OSWALAGRO
NSE,5475073,PALASHSECU-BE
NSE,3227649,MRPL-BL
NSE,3825921,NAGREEKCAP-BL
NSE,1305345,OTIS-BE
NSE,3690753,PAGEIND-BE
NSE,5474817,PALASHSECU-BL
NSE,3276289,SUPREMEIND-BL
NSE,2422273,NAMTECHELE-BE
NSE,2662145,NARMADASUG-BE
NSE,1629185,NATIONALUM
NSE,3231745,NATNLSTEEL-BL
NSE,3756801,NAVINFLUOR-BL
NSE,5474049,PALASHSECU
NSE,5271297,PANACHE-SM
NSE,6501377,PANAMAPET-BE
NSE,6501121,PANAMAPET-BL
NSE,6500353,PANAMAPET
NSE,4656129,PANCARBON-BE
NSE,2211073,SURYAGROIL-BE
NSE,3825409,NAGREEKCAP-BE
NSE,3104001,OILCOUNTUB-BL
NSE,3573761,PANORAMUNI-BE
NSE,3572737,PANORAMUNI
NSE,3466497,TECHM-BE
NSE,4655873,PANCARBON-BL
NSE,4806657,PANSARI-SM
NSE,1997313,PAPERPROD-BE
NSE,655873,PAPERPROD
NSE,4655105,PANCARBON
NSE,3573505,PANORAMUNI-BL
NSE,3764993,TIMETECHNO
NSE,3113217,TOKYOPLAST-BL
NSE,3803137,OMAXE-BL
NSE,4507393,TULSYAN-BE
NSE,3571457,PARACABLES
NSE,4638209,THANGAMAYL
NSE,4361217,THYROCARE-BE
NSE,6549505,TRITURBINE
NSE,907777,TTKPRESTIG
NSE,6065921,PARAPRINT-BL
NSE,4548353,REFEX-BL
NSE,4547585,REFEX
NSE,4346369,REIAGROLTD-BL
NSE,4949761,RHFL-N2
NSE,8006657,PROVOGE-BE
NSE,6968833,RMMIL-BL
NSE,5722113,SBIN-N4
NSE,3525121,PARAL-BE
NSE,3240449,PARASPETRO-BL
NSE,3665409,TTL-BE
NSE,1986561,VANADYCHEM-BE
NSE,2293249,TTML-BE
NSE,658945,PARRYAGRO
NSE,3659777,SEQUENT
NSE,3617025,SUBEX-BE
NSE,3275521,SUPERSPIN-BL
NSE,982273,TOKYOPLAST
NSE,3453441,UNITY-BE
NSE,3342849,PBAINFRA-BE
NSE,3289345,TVSELECT-BL
NSE,3366913,TULIP
NSE,4864513,TWILITAKA-BE
NSE,1498881,TWILITAKA-BZ
NSE,912385,UBENGG
NSE,4263425,UBHOLDINGS-BL
NSE,3290369,UCOBANK-BL
NSE,3342081,PBAINFRA
NSE,7456769,PCJEWELLER-BE
NSE,7456513,PCJEWELLER-BL
NSE,1364993,PEL-BE
NSE,6537217,UJAAS
NSE,4369665,UJJIVAN
NSE,4756225,JVLAGRO-BZ
NSE,1923585,PENARSTEEL-BE
NSE,3416577,VAKRANGEE-BE
NSE,671233,PENARSTEEL
NSE,5280001,PENIND-BE
NSE,5279745,PENIND-BL
NSE,5278977,PENIND
NSE,2707201,PENPEBS-BE
NSE,2706945,PENPEBS-BL
NSE,2705665,PENPEBS
NSE,3815937,VICEROY-BL
NSE,5126657,PFC-N7
NSE,1925121,ZENTEC-BL
NSE,3455489,PFOCUS-BL
NSE,6491649,PGEL
NSE,3454977,PFOCUS
NSE,5787137,PFS-BE
NSE,1176065,KOTHARIPET
NSE,1367041,PGHH-BE
NSE,5786113,PFS
NSE,6492417,PGEL-BL
NSE,3650561,PGIL
NSE,1069057,ZENITHEXPO
NSE,678145,PHILIPCARB
NSE,2656769,SUDARSCHEM-BE
NSE,421121,TCFSL-N8
NSE,4662785,TEXMOPIPES
NSE,1595137,THOMASCOOK-BE
NSE,5011969,UGARSUGAR
NSE,7496705,VMART
NSE,3596033,SARLAPOLY-BE
NSE,3672065,SEQUENT-BL
NSE,2151425,SINGER-BE
NSE,4846337,SUNDARAM
NSE,5178369,CEBBCO-BE
NSE,2395905,TAJGVK-BE
NSE,4657665,TANFACIND-BE
NSE,4268289,BAJAJ-AUTO-BE
NSE,4996097,BHARATFIN-BL
NSE,5014785,BSE-BE
NSE,2215169,BSL-BE
NSE,8152833,CNOVAPETRO-BE
NSE,4559105,COX&KINGS-BL
NSE,2886145,DREDGECORP-BE
NSE,145921,SEZAL-BZ
NSE,3288577,TTML-BL
NSE,2632961,AYMSYNTEX
NSE,2556161,BHALCHANDR-IT
NSE,698369,BUTTERFLY-BE
NSE,2976001,EBANK
NSE,2431745,ARENTERP-BE
NSE,2678785,ARVSMART-BL
NSE,2722305,ASAL
NSE,58369,ASIANELEC
NSE,3611137,AUTOIND
NSE,3165441,FDC-BL
NSE,3505153,GATI-BE
NSE,3683073,ELAND-BE
NSE,3091201,GENESYS-BL
NSE,5052929,GLOBAL-SM
NSE,3639809,CTE
NSE,4570881,DLINKINDIA-BE
NSE,1814785,ECLFINANCE-N9
NSE,3159553,EIDPARRY-BL
NSE,2935553,EXCELCROP
NSE,3164417,EXIDEIND-BL
NSE,1122305,FIRSTLEASE-BZ
NSE,4301825,FIRSTWIN-BL
NSE,3296513,VIPIND-BL
NSE,3015937,GOKEX-BE
NSE,2971137,GUFICBIO
NSE,1332225,GMDCLTD
NSE,3174657,GODREJCP-BL
NSE,3184129,HIKAL-BL
NSE,3752705,INSECTICID-BL
NSE,6392065,WINDMACHIN
NSE,3790081,HDIL-BL
NSE,6915073,HEXATRADEX-BE
NSE,1593601,HINDOILEXP-BE
NSE,3881217,HITECHCORP
NSE,3613697,GANDHITUBE
NSE,2967553,HDFCNIFETF-BL
NSE,3510785,FIEMIND-BL
NSE,3060993,IDFC
NSE,3194113,INDOCO-BL
NSE,4627969,INFINITE
NSE,1813505,INSILCO-BE
NSE,1783297,IPCALAB-BE
NSE,6575873,JISLDVREQS-BL
NSE,4666625,MANINFRA-BL
NSE,3572481,PARACABLES-BE
NSE,3094017,HOTELRUGBY-BL
NSE,2698497,ICICI1101-NB
NSE,4775681,ICICIPRULI-BL
NSE,4595457,JUPITER
NSE,4725761,MBAPL-SM
NSE,4615425,MBLINFRA
NSE,5332481,MOIL
NSE,2369793,NILAINFRA-BE
NSE,4386305,PARAGMILK-BE
NSE,4922881,PARASPETRO-BZ
NSE,3531521,PARSVNATH-BE
NSE,3531009,PARSVNATH-BL
NSE,84737,SREINFRA-NJ
NSE,1276929,TATACHEM-BE
NSE,3617281,TCI-BE
NSE,1514497,TITAN-BE
NSE,936449,VALUEIND
NSE,7455745,PCJEWELLER
NSE,577537,PENINLAND
NSE,3243777,PGHH-BL
NSE,6399745,SORILHOLD
NSE,3179777,GUJFLUORO-BL
NSE,2713345,GUJGASLTD
NSE,3996417,HCG-BE
NSE,1252353,SAREGAMA
NSE,2889473,UPL
NSE,4844801,VBL-BE
NSE,4445953,VINATIORGA-BL
NSE,3336705,VATSALTD-BL
NSE,1701633,VXLINSTR-BE
NSE,1262849,WIPRO-BE
NSE,3051009,YESBANK-BE
NSE,3809793,ZYLOG-BL
NSE,3913729,HERCULES
NSE,3000833,IRFC-NF
NSE,3919617,SHRIRAMEPC-BL
NSE,2295553,SIRPAPER-BE
NSE,2180609,TANFAC-BE
NSE,2734081,PLETHICO-BZ
NSE,1625601,SAMTEL-BE
NSE,1675265,SOMANYCERA-BE
NSE,3819777,TAKE-BL
NSE,5162497,TECPRO
NSE,7941121,THOMASCOTT-BL
NSE,3589633,TIDEWATER-BL
NSE,6524161,TIJARIA-BL
NSE,3529985,TORNTPOWER-BL
NSE,269569,UFLEX
NSE,3141633,LINDEINDIA-BL
NSE,3285249,TIMESGTY-BL
NSE,3765505,TIMETECHNO-BL
NSE,3529473,TORNTPOWER-BE
NSE,3295489,VENKEYS-BL
NSE,3299073,VSTIND-BL
NSE,3303681,ZENITHEXPO-BL
NSE,2743297,ICICI0402-NC
NSE,305921,AMBER-BE
NSE,305153,AMBER-BL
NSE,303361,AMBER
NSE,961793,VENKEYS
NSE,232705,AJOONI-SM
NSE,1553665,NILKAMAL-BE
NSE,4673281,SPAL-BL
NSE,3335169,SUBCAPCITY-BL
NSE,3716609,ORBITCORP-BL
NSE,4673537,SPAL-BE
NSE,3280641,TATAINVEST-BL
NSE,2270465,TATAMETALI-BE
NSE,1018881,TNPL
NSE,3885313,TRIL-BL
NSE,3439361,PLETHICO-BE
NSE,3619073,PITTILAM-BL
NSE,3588609,LUMAXTECH-BE
NSE,4274945,PIRPHYTO-BE
NSE,2361089,TPLPLASTEH-BE
NSE,784129,VEDL
NSE,1435393,WOOLWORTH-BE
NSE,1112065,PUNJABCHEM
NSE,3070721,RAJVIR
NSE,3251201,RALLIS-BL
NSE,720897,RALLIS
NSE,63489,ASSAMCO
NSE,733697,RCF
NSE,755969,RECLTD-NG
NSE,3858177,RELIGARE-BL
NSE,7401729,ROSSELLIND
NSE,3331585,SAITELE-BL
NSE,2525185,NEXTMEDIA-BE
NSE,5136897,SASTASUNDR-BL
NSE,6989569,SEPOWER
NSE,4545537,SHILPAMED-BE
NSE,3924993,NMDC
NSE,1884417,SETFNIFBK
NSE,3744257,SGFL-BE
NSE,3517697,SHYAMTEL-BE
NSE,4320001,SICAGEN
NSE,1298433,SHEMAROO-BE
NSE,2509313,TIL-BE
NSE,2677249,TODAYS
NSE,2360065,TPLPLASTEH
NSE,3044609,VHL-BE
NSE,2226177,VRLLOG
NSE,5243137,WIPL
NSE,971009,WOOLWORTH
NSE,4760577,CROWN-SM
NSE,4496129,ELNET-BL
NSE,306945,GOODRICKE
NSE,4754945,GNA-BL
NSE,5003265,HDFCMFGETF-BL
NSE,3882497,ICIBK1107-N1
NSE,1428993,ITC-BE
NSE,7933953,RECLTD-NA
NSE,5521409,VAISHALI-SM
NSE,3246081,PONNIERODE-BL
NSE,5089537,RADIOCITY-BE
NSE,1783809,MENONBE-BL
NSE,737793,RELCAPITAL
NSE,6203905,OMMETALS-BL
NSE,3805185,OMNITECH-BE
NSE,3328513,PREMIERPOL-BL
NSE,2636801,RAMASTEEL
NSE,3251713,RAMCOIND-BL
NSE,1174273,RAMCOIND
NSE,3251969,RAMCOSYS-BL
NSE,3078657,RENUKA
NSE,3708929,THEMISMED-BL
NSE,3250177,RSWM-BL
NSE,4453377,SETF10GILT-BL
NSE,4421633,SETFGOLD
NSE,2870273,SHK
NSE,2078721,SHRENUJ-BE
NSE,819457,SMDYECHEM
NSE,4669697,SMPL-BL
NSE,2968321,SURANAT&P-BE
NSE,2889217,SURYAPHARM-BE
NSE,3533057,SUTLEJTEX
NSE,2875649,SUVEN
NSE,5499905,STEL
NSE,3367937,TULIP-BL
NSE,2992385,SUPRAJIT
NSE,6411521,WINSOME-BE
NSE,1406977,SUPREMEIND-BE
NSE,2953217,TCS
NSE,3284737,THOMASCOOK-BL
NSE,2207233,IFBIND-BE
NSE,260617,NIFTY 100
NSE,4864257,TWILITAKA-BL
NSE,3945985,TWL
NSE,2328833,UBENGG-BE
NSE,1090561,ULTRMARINE
NSE,2916097,UMANGDAIRY-BL
NSE,4758529,VALECHAENG-BZ
NSE,2150145,WELSPUNPOL-BE
NSE,3462913,WENDT-BL
NSE,3732737,KGL-BE
NSE,2075649,WIDIA-BE
NSE,5304321,ZOTA-SM
NSE,3651585,PGIL-BE
NSE,3870209,SHLAKSHMI-BE
NSE,2568193,SHLAKSHMI-BZ
NSE,993281,SOMANYCERA
NSE,6473217,SRSLTD
NSE,852481,SULZER
NSE,3781889,TARMAT-BL
NSE,2333953,TIPSINDLTD
NSE,944129,VIKASWSP
NSE,6244865,WEIZFOREX-BL
NSE,4266753,VIJSHAN-BE
NSE,2162945,VIKASWSP-BE
NSE,947969,VIPIND
NSE,3293697,VAIBHAVGBL-BL
NSE,2248705,KABRAEXTRU-BE
NSE,975105,ZANDUREALT
NSE,5256705,GRAVITA
NSE,4449281,EXCEL-BE
NSE,3663105,INDIANB
NSE,5333505,MOIL-BE
NSE,5426689,GTPL-BL
NSE,5425921,GTPL
NSE,5426945,GTPL-BE
NSE,4448257,EXCEL
NSE,7611649,NIBL
NSE,3536641,NICCO-BL
NSE,3254273,RELCAPITAL-BL
NSE,621313,NIPPONDENS
NSE,1928193,STAR-BE
NSE,895745,TATASTEEL
NSE,3739905,TGBHOTELS-BL
NSE,3739393,TGBHOTELS
NSE,2360833,TPLPLASTEH-BL
NSE,455937,JKIND
NSE,4575489,JSWENERGY-BE
NSE,1784833,TRENT-BE
NSE,2631681,KAYA-BL
NSE,3817217,KDDL-BL
NSE,4665089,KECL-BL
NSE,1683457,UNICHEMLAB-BE
NSE,3097089,KEYCORPSER-BL
NSE,5104897,KILITCH-BE
NSE,2707969,MPSLTD
NSE,4290817,MVL-BE
NSE,3833857,KSCL-BE
NSE,2833409,NATHBIOGEN-BL
NSE,3848449,PSUBNKBEES-BL
NSE,780289,SCI
NSE,2297601,PARASPETRO-BE
NSE,5118721,PONDYOXIDE-BE
NSE,3246337,PRAJIND-BL
NSE,3304705,ZUARIGLOB-BL
NSE,4515585,ZYDUSWELL-BE
NSE,3809025,ZYLOG
NSE,5442561,TRANSWIND-SM
NSE,3601153,WANBURY-BE
NSE,265481,NV20
NSE,261641,NIFTY ENERGY
NSE,449025,NHBTF2023-N2
NSE,3897089,PATINTLOG-BE
NSE,805633,SIEL
NSE,3487489,BINANIIND-BL
NSE,134657,BPCL
NSE,3179265,GUJALKALI-BL
NSE,3956993,HECPROJECT-SM
NSE,5620225,HFCL-BE
NSE,2351105,HINDDORROL-BE
NSE,3555841,HIRECT
NSE,4947457,HISARMETAL-BE
NSE,3186689,HITECHGEAR-BL
NSE,3186945,HMT-BL
NSE,5332225,HUDCO-BE
NSE,3199745,IVP-BL
NSE,4429313,PINCON
NSE,3820033,PURVA
NSE,5113345,PFC-N2
NSE,4719105,BIGBLOC-BL
NSE,3176193,GRANULES-BL
NSE,2322689,SAITELE-BE
NSE,3482881,SELAN-BE
NSE,3005185,SHRIRAMCIT
NSE,3905025,CEATLTD
NSE,4987649,GEINDSYS-BL
NSE,4695297,GEINDSYS-BZ
NSE,4530945,KEMROCK-BZ
NSE,1617665,SUNDRMFAST-BE
NSE,5277697,SUPERHOUSE
NSE,4936449,USHERAGRO
NSE,4529921,VIJIFIN-BE
NSE,361473,HSIL
NSE,7503361,HUDCO-N4
NSE,2576129,ICICI0401-N9
NSE,3760897,GOACARBON-BE
NSE,3395585,KEC-BL
NSE,3640321,CTE-BL
NSE,3640833,CTE-BE
NSE,3463169,GMRINFRA
NSE,4311553,OISL-BL
NSE,4518657,POKARNA
NSE,3245569,POLARIS-BL
NSE,6584833,POLYMED-BE
NSE,3675137,MINDTREE
NSE,256265,NIFTY 50
NSE,256777,NIFTY MIDCAP 100
NSE,5592065,DIAMONDYD-BE
NSE,5591041,DIAMONDYD
NSE,5591809,DIAMONDYD-BL
NSE,5594625,DPWIRES-SM
NSE,3939585,GAMMNINFRA
NSE,5596417,INNOVATIVE-SM
NSE,5598209,TIRUPATI-SM
NSE,121345,3MINDIA
NSE,3014145,3IINFOTECH
NSE,2028801,3MINDIA-BE
NSE,3117825,3MINDIA-BL
NSE,5004801,ABGSHIP-BZ
NSE,3695105,ABHISHEK-BL
NSE,1986305,ABAN-BE
NSE,3338753,ABAN-BL
NSE,1400833,ABB-BE
NSE,3329,ABB
NSE,4584193,ABBOTINDIA-BE
NSE,4583937,ABBOTINDIA-BL
NSE,4583169,ABBOTINDIA
NSE,4416769,ABMINTLTD-BE
NSE,4416513,ABMINTLTD-BL
NSE,7708673,ABFRL-BE
NSE,7708417,ABFRL-BL
NSE,3714305,ABGSHIP-BL
NSE,3713537,ABGSHIP
NSE,2198529,ABNINT-IT
NSE,5059841,ADFFOODS-BE
NSE,5059585,ADFFOODS-BL
NSE,5058817,ADFFOODS
NSE,4618753,ADVENZYMES-BL
NSE,4617985,ADVENZYMES
NSE,3119873,AEGISCHEM-BL
NSE,10241,AEGISCHEM
NSE,3515905,AFL-BE
NSE,3515393,AFL-BL
NSE,3514881,AFL
NSE,3120129,AFTEK-BL
NSE,1831425,AFTEK-BZ
NSE,2930945,PILANIINVS-BL
NSE,1438977,3RDROCK-IT
NSE,3090945,63MOONS-BL
NSE,2830849,8KMILES
NSE,1793,AARTIIND
NSE,3526145,AARVEEDEN-BL
NSE,3525377,AARVEEDEN
NSE,1805569,ACCELYA
NSE,2834433,AGRITECH
NSE,1976321,AGRODUTCH-BE
NSE,3120385,AGRODUTCH-BL
NSE,4861185,AGROPHOS-SM
NSE,2756865,AHIMSA-SM
NSE,4976897,AHLEAST-BL
NSE,4976129,AHLEAST
NSE,2079745,AJANTPHARM
NSE,4431361,AJMERA-BE
NSE,4430593,AJMERA
NSE,17153,ALBRMORARJ
NSE,3795713,ALCHEM-BE
NSE,3794689,ALCHEM
NSE,2059521,ALEMBICLTD-BE
NSE,3495169,ALICON-BE
NSE,3495937,ALICON
NSE,4342529,ALKALI-BE
NSE,4341505,ALKALI
NSE,3249665,RADICO-BL
NSE,1687297,AARTIDRUGS-BE
NSE,3082753,AARTIDRUGS-BL
NSE,1147137,AARTIDRUGS
NSE,1686017,AARTIIND-BE
NSE,3118081,AARTIIND-BL
NSE,3479297,ACE-BE
NSE,3478785,ACE-BL
NSE,3478273,ACE
NSE,5628929,ACROPETAL-BE
NSE,5628673,ACROPETAL-BL
NSE,4714753,ACROPETAL-BZ
NSE,1737729,ADANIENT-BE
NSE,3119105,ADANIENT-BL
NSE,3862273,ADANIPORTS-BE
NSE,3862017,ADANIPORTS-BL
NSE,4452353,ADANIPOWER-BE
NSE,4452097,ADANIPOWER-BL
NSE,2616577,ADANITRANS-BE
NSE,1965569,ADLABS-BE
NSE,8705,ADORWELD
NSE,3775489,ADVANIHOTR-BL
NSE,3774721,ADVANIHOTR
NSE,2089985,AGCNET-BE
NSE,3130625,AGCNET-BL
NSE,879361,AGCNET
NSE,2835201,AGRITECH-BL
NSE,11777,AGRODUTCH
NSE,2831873,8KMILES-BE
NSE,2831617,8KMILES-BL
NSE,5351937,A2ZINFRA
NSE,4957697,AHLWEST
NSE,3351041,AIAENG-BE
NSE,1498369,ALOKTEXT-BE
NSE,3350017,AIAENG
NSE,3801857,ALPA-BL
NSE,3801089,ALPA
NSE,2090497,ALPHADRUG-BE
NSE,3737857,ALPHAGEO-BE
NSE,3737601,ALPHAGEO-BL
NSE,3736833,ALPHAGEO
NSE,1951489,ALPSINDUS-BE
NSE,3070465,AMAR-BE
NSE,3685889,AMDIND
NSE,4491265,AMRUTANJAN-BE
NSE,4492033,AMRUTANJAN
